author_id,openalex_id,name,orcid,institution,institution_id,faculty,department,total_works,total_citations,h_index,i10_index,two_year_mean_citedness,research_areas
"https://openalex.org/A5070852819","A5070852819","R I Arofah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Sociology; Media studies; Digital culture"
"https://openalex.org/A5070996777","A5070996777","Iman Nurul Fadli","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","20","1","1","0","Computer science; Medicine"
"https://openalex.org/A5071094712","A5071094712","N Heriyati","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Aesthetics; Psychiatry; Literature; Engineering; Performative utterance"
"https://openalex.org/A5071251636","A5071251636","Septrian Ujianto","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Philosophy; Humanities; Mathematics"
"https://openalex.org/A5071268377","A5071268377","A Y Eskaluspita","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","9","1","0","0","Enterprise architecture; Engineering management; Operating system; Software engineering; Architecture"
"https://openalex.org/A5071377276","A5071377276","Erlin Oktavia","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Philosophy; Psychology; Nursing; Programming language; Compounding"
"https://openalex.org/A5071422626","A5071422626","Julianto Ahmad Nugraha","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Computer engineering; Physics; Art; Humanities; Computer science"
"https://openalex.org/A5071446109","A5071446109","A Priyanto","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Teknik dan Ilmu Komputer","","1","1","1","0","0","Engineering; Business; Data science; Computer science; Management science"
"https://openalex.org/A5071458466","A5071458466","A I Imam","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Human–computer interaction; Engineering; Architectural engineering; Virtual reality; Geometry"
"https://openalex.org/A5071557669","A5071557669","M Mirawati","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Physics; Art; Humanities"
"https://openalex.org/A5071565433","A5071565433","I F Siddiq","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","3","1","0","0","Finance; Anatomy; Statistics; Operating system; Advertising"
"https://openalex.org/A5071594127","A5071594127","Umi Nariawati Jamaluddin","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","4","1","0","0","Finance; Engineering; Business; Economics; Capital adequacy ratio"
"https://openalex.org/A5071649178","A5071649178","Titis Prasetyo","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Bridge (graph theory); Internal medicine; World Wide Web; Corporate social responsibility; Descriptive research"
"https://openalex.org/A5071708402","A5071708402","B Rizkia H F S Suwita","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Psychology"
"https://openalex.org/A5071733869","A5071733869","V R Dianti","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","The Internet; Operating system; World Wide Web; Pure mathematics; Learning Management"
"https://openalex.org/A5071791844","A5071791844","A Y Prastyawan","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","The Internet; Operating system; Web server; World Wide Web; Business"
"https://openalex.org/A5071792422","A5071792422","M Yudha","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Operating system; Electrical engineering; Engineering; Control engineering; Artificial intelligence"
"https://openalex.org/A5071978039","A5071978039","Mawarizkar Radhya","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Physics; Geography; Forestry"
"https://openalex.org/A5071992470","A5071992470","Latifah Nurdiana","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","6","1","0","0","Internal medicine; Psychology; Programming language; Waterfall model; Software"
"https://openalex.org/A5071992602","A5071992602","H A Djauhari","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","The Internet; World Wide Web; Business; Marketing; Online business"
"https://openalex.org/A5072095954","A5072095954","K W Ginanjar","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Electrical engineering; Engineering; World Wide Web; Business; Artificial intelligence"
"https://openalex.org/A5072144881","A5072144881","Imam Sholehudin","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Philosophy; Humanities; Political science"
"https://openalex.org/A5072163558","A5072163558","MARYA LAURA BAREK MARAN","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Finance; Sociology; Business; Marketing; Archaeology"
"https://openalex.org/A5072186026","A5072186026","W S Abioso","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Teknik dan Ilmu Komputer","","1","1","1","0","0","Engineering; Sociology; Ethnography; Anthropology; Tribe"
"https://openalex.org/A5072328976","A5072328976","Ivan Kurniawan","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Psychology; Fish <Actinopterygii>; Fishery; Social psychology; Biology"
"https://openalex.org/A5072351624","A5072351624","I Zulhijayanto","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Finance; Statistics; Epistemology; LISREL; Unit (ring theory)"
"https://openalex.org/A5072365576","A5072365576","Halimah Kartika Sari","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Recall; Combustion; Psychoanalysis; Traumatic memories; Literature"
"https://openalex.org/A5072430342","A5072430342","Resti Mega Ayusari","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","12","1","1","12","Statistics; Operating system; Data collection; Burnout; Regression analysis"
"https://openalex.org/A5072529341","A5072529341","F Elzami","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Human–computer interaction; Smacker video; Image (mathematics); Machine learning; Non-linear editing system"
"https://openalex.org/A5072774250","A5072774250","Arsenna Attaya Yulian","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Finance; Business; Marketing; Process management; Revenue"
"https://openalex.org/A5072966731","A5072966731","Aldi Hisyam Pratama","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Teknik dan Ilmu Komputer","","1","1","1","0","0","Engineering management; Operating system; Web application; Engineering; Data collection"
"https://openalex.org/A5072991482","A5072991482","Andri Hadiansah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Philosophy; Business; Humanities; Business administration"
"https://openalex.org/A5073007877","A5073007877","Afifah P Pratiwi","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Epistemology; World Wide Web; Philosophy; Mathematics education; Artificial intelligence"
"https://openalex.org/A5073113769","A5073113769","Sopi Sopiati","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Nonprobability sampling; Finance; Dividend; Debt; Accounting"
"https://openalex.org/A5073123921","A5073123921","Mohammad Zuhal Mohammad Zuhal","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Philosophy; Sociology; Psychology; Political science; Personality"
"https://openalex.org/A5073335627","A5073335627","Ina Siti Aisah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Physics"
"https://openalex.org/A5073375433","A5073375433","Dicky Muhamad Rizky","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","16","1","1","0","Operating system; Electrical engineering; Waterfall; Engineering; Business"
"https://openalex.org/A5073404676","A5073404676","U D Widianti","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","5","1","0","0","Epistemology; Psychoanalysis; Operating system; Physics; Philosophy"
"https://openalex.org/A5073407606","A5073407606","Panji Ksatria","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","4","1","0","0","Finance; Business; Actuarial science; Loan; Non-performing loan"
"https://openalex.org/A5073565416","A5073565416","Lucky Feliciano Waha","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","5","1","0","0","Art; Humanities"
"https://openalex.org/A5073584438","A5073584438","Suci Annisa Anugrah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Human–computer interaction; Operating system; Software engineering; Conceptual design; Engineering"
"https://openalex.org/A5073681931","A5073681931","Edo Gavinda Ul Haq","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","0","0","0","0","Art; Humanities"
"https://openalex.org/A5073776867","A5073776867","A Khaerani","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Operating system; Advertising; Literature; World Wide Web; Art"
"https://openalex.org/A5073789489","A5073789489","A B Hardoyo","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Teknik dan Ilmu Komputer","","1","0","0","0","0","Engineering; Architectural engineering; Geography; Wood processing; Wood industry"
"https://openalex.org/A5073908992","A5073908992","Isma Octavia","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Advertising; Art; Business; Humanities; Marketing communication"
"https://openalex.org/A5074108585","A5074108585","F A Muttasir","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Operating system; Electrical engineering; Engineering; Pareto principle; Macroeconomics"
"https://openalex.org/A5074109581","A5074109581","Faradela Tasya Amalia","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","3","1","0","0","Aesthetics; Epistemology; Literature; Philosophy; Art"
"https://openalex.org/A5074123962","A5074123962","Z N P Andeka","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Finance; Operating system; Physics; World Wide Web; Sociology"
"https://openalex.org/A5074173008","A5074173008","Febby Permata Dewi","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Philosophy; Sociology; Political science; Anthropology; Affect (linguistics)"
"https://openalex.org/A5074383044","A5074383044","Fenny Febrianty","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","1","1","0","0","Art; Humanities"
"https://openalex.org/A5074423099","A5074423099","H Y Fira","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","3","1","0","0","Curing (chemistry); Composite material; Shrinkage; Materials science; Compressive strength"
"https://openalex.org/A5074424783","A5074424783","C Y Pasaribu","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Operating system; Manufacturing engineering; Engineering; Business; Environmentally friendly"
"https://openalex.org/A5074460754","A5074460754","Winona Octora","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","0","0","0","0","Art; Humanities; Psychology"
"https://openalex.org/A5074497247","A5074497247","Ramdani Febrianto","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Operating system; Physics; Philosophy; Humanities; Computer science"
"https://openalex.org/A5074568377","A5074568377","B Yosafat","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","The Internet; Operating system; Communications protocol; MQTT; World Wide Web"
"https://openalex.org/A5074571348","A5074571348","Monalisa Silaban","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","3","1","0","0","Gene; Epistemology; Operating system; Radiology; Engineering"
"https://openalex.org/A5074592055","A5074592055","Andini Qodriya Tanzil","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","7","1","0","0","Philosophy; Art; Sociology; Mathematics education; Visual arts"
"https://openalex.org/A5074615792","A5074615792","Ridwan Hawafi Zakaria","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","0","0","0","0","Art; Humanities; Computer science"
"https://openalex.org/A5074898924","A5074898924","G Kusnia","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Creativity; Engineering management; Computer Aided Design; Engineering; Mathematical analysis"
"https://openalex.org/A5074912198","A5074912198","S I Praja","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Advertising; Business; Economics; Marketing; Political science"
"https://openalex.org/A5075057211","A5075057211","AP Putra","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Customer retention; Epistemology; Engineering; Philosophy; Service quality"
"https://openalex.org/A5075100085","A5075100085","A Gifar","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Internet privacy; Advertising; World Wide Web; Business; Encryption"
"https://openalex.org/A5075162610","A5075162610","Rama Mutsaqoful Fikri","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Physics; Art; Humanities; Archaeology; Framing (construction)"
"https://openalex.org/A5075192832","A5075192832","D Komara","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Ekonomi dan Bisnis","","1","15","1","1","0","Business; Search analytics; Marketing; Web search query; Search engine optimization"
"https://openalex.org/A5075253917","A5075253917","P M Seta","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Likert scale; Statistics; Engineering management; Software engineering; Physics"
"https://openalex.org/A5075396412","A5075396412","D Haninawati","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Finance; Advertising; Engineering; Business; Payment"
"https://openalex.org/A5075704776","A5075704776","Yulis Syam Fajrilah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Philosophy; Sociology; Political science; Ecology; Programming language"
"https://openalex.org/A5075774289","A5075774289","Darmazakti Natajaya","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","3","1","0","0","Art"
"https://openalex.org/A5075880934","A5075880934","D Dewiyanti","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","3","1","0","0","Aesthetics; Epistemology; Architecture; Engineering; Philosophy"
"https://openalex.org/A5075972298","A5075972298","Jimmy Ramadhan","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","3","1","0","0","Physics; Gynecology; Medicine"
"https://openalex.org/A5075996401","A5075996401","Tiara Arista","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Identification (biology); Psychiatry; Physics; Noun; Part of speech"
"https://openalex.org/A5076125143","A5076125143","M Fadjri","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Architectural technology; Software engineering; Computer graphics (images); Architecture; Art"
"https://openalex.org/A5076158837","A5076158837","Andi Harapan S","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","6","1","0","0","Software engineering; Computer graphics (images); Architecture; Radiology; Art"
"https://openalex.org/A5076166495","A5076166495","Mega Jasmin","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","0","0","0","0","Art; Sociology; Humanities"
"https://openalex.org/A5076207371","A5076207371","Melinda Bilkish Herdiah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Physics; Business; Business administration"
"https://openalex.org/A5076259008","A5076259008","Debi Nur Muhamad Ghazali","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Philosophy; Art; Humanities; Theology; Mantra"
"https://openalex.org/A5076275833","A5076275833","Makmur Umar","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","10","1","1","0","Statistics; Physics; Data collection; Business; Economics"
"https://openalex.org/A5076308529","A5076308529","B K Aqila","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","World Wide Web; Business; Marketing; Business-to-business; Social media marketing"
"https://openalex.org/A5076310185","A5076310185","Arrizky Pratama","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","World Wide Web; Sales management; Business; Marketing; Computer science"
"https://openalex.org/A5076315617","A5076315617","Risnandar Deris","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Finance; Agency (philosophy); Engineering management; Epistemology; Operating system"
"https://openalex.org/A5076332167","A5076332167","Wina Kristina","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Statistics; Art; Visual arts; Psychology; Archaeology"
"https://openalex.org/A5076444913","A5076444913","Nizar Rabbi Radlya","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Operating system; Physics; Business; Business administration; Computer science"
"https://openalex.org/A5076478252","A5076478252","C S Budi","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Operating system; Software engineering; Computer architecture; Architecture; Mathematical analysis"
"https://openalex.org/A5076591144","A5076591144","Indra Septian Heru","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Teknik dan Ilmu Komputer","","1","1","1","0","0","Engineering management; Operating system; Engineering; Business; Artificial intelligence"
"https://openalex.org/A5076650447","A5076650447","M Syahril Iskandar","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","0","0","0","0","Art; Humanities"
"https://openalex.org/A5076667480","A5076667480","Arum Martian Puspasari","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Philosophy; Art; Humanities; Psychology; Theology"
"https://openalex.org/A5076760112","A5076760112","Akbar Maulana Triezani","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Physics"
"https://openalex.org/A5076930825","A5076930825","A N Yulianti","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","The Internet; Foreign language; Literature; World Wide Web; Philosophy"
"https://openalex.org/A5076931865","A5076931865","V. Asifa","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","6","1","0","0","Finance; Operating system; Computer graphics (images); Philosophy; Economics"
"https://openalex.org/A5076955967","A5076955967","W Novianti","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","6","1","0","0","Risk analysis (engineering); Business; Marketing; Business analysis; Process management"
"https://openalex.org/A5076980699","A5076980699","Husnan Achmad Samhany","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","15","1","1","0","Human–computer interaction; Operating system; Advertising; Interface (matter); Signage"
"https://openalex.org/A5077021830","A5077021830","R B Semesta","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","6","1","0","0","Internet privacy; The Internet; Advertising; World Wide Web; Business"
"https://openalex.org/A5077156291","A5077156291","Rani Latifah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","8","1","0","0","Finance; Business; Business administration; COBIT; Corporate governance"
"https://openalex.org/A5077226023","A5077226023","Medina Syafira Dwintanissa","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Psychoanalysis; Philosophy; Humanities; Psychology"
"https://openalex.org/A5077322184","A5077322184","Muhammad Rayhan Akbar","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","2","1","0","0","Art; Artificial intelligence; Humanities; Chinese characters; Computer science"
"https://openalex.org/A5077327098","A5077327098","S W Adhayani","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","World Wide Web; Data science; Website design; Computer science"
"https://openalex.org/A5077568100","A5077568100","Fauzi Sofyan","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","27","1","1","0","Art; Humanities"
"https://openalex.org/A5077739297","A5077739297","Lita Lara Rosita","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Finance; Statistics; Operating system; Accounting; Data collection"
"https://openalex.org/A5077772226","A5077772226","Angga Rinaldi","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Human–computer interaction; Operating system; Arduino; Embedded system; Artificial intelligence"
"https://openalex.org/A5077868812","A5077868812","Tatan Tawami Raiswati Untsa Mega","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","3","1","0","0","Epistemology; Advertising; Philosophy; Semiotics; Art"
"https://openalex.org/A5077891721","A5077891721","Dimas Septiana Yusuf","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","9","1","0","0","Art; Humanities"
"https://openalex.org/A5078103951","A5078103951","Mirna Mirna Zulianti","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Advertising; Business; Artificial intelligence; Psychology; Marketing"
"https://openalex.org/A5078168986","A5078168986","S R Faiza","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Human–computer interaction; Operating system; Psychology; Personality; Android application"
"https://openalex.org/A5078265234","A5078265234","Alfian Singgih Prasetyo","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Advertising; Data collection; Pathology; Sociology; Business"
"https://openalex.org/A5078276921","A5078276921","N R Rusdana","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","14","1","1","0","Finance; Physics; Philosophy; Business; Marketing"
"https://openalex.org/A5078620044","A5078620044","Fajar Sulistio","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","0","0","0","0","Art; Humanities"
"https://openalex.org/A5078620500","A5078620500","Zilzi Zade Tazkia","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","16","1","1","0","Accounting; Financial statement analysis; Business; Economics; Accounting information system"
"https://openalex.org/A5078629955","A5078629955","A M Rinaldy","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","3","1","0","0","Database design; Intelligent database; Physical data model; Database schema; Computer science"
"https://openalex.org/A5078662098","A5078662098","Valdyna Aditiya","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Physics"
"https://openalex.org/A5078677878","A5078677878","A N Latifah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","11","1","1","0","Sorting; Operating system; Manufacturing engineering; Engineering; Lean manufacturing"
"https://openalex.org/A5078682213","A5078682213","Lutfhi Awil Fuad","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Statistics; Human–computer interaction; Operating system; Conceptual design; Frame (networking)"
"https://openalex.org/A5078688622","A5078688622","Cherry Cherry Dharmawan","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Physics; Art; Humanities"
"https://openalex.org/A5078840290","A5078840290","Dheana Wibowo","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Operating system; Engineering; Architectural engineering; Plastic bag; Programming language"
"https://openalex.org/A5079045013","A5079045013","Ahadiat Joedawinata","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Electrical engineering; Launched; Engineering; Descriptive research; Sociology"
"https://openalex.org/A5079257468","A5079257468","Erik Wirawan","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","14","1","1","0","Interpreter; Mathematical analysis; Philosophy; Sign (mathematics); Psychology"
"https://openalex.org/A5079312865","A5079312865","Cindy Nuke Mardika","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","5","1","0","0","Philosophy; Pathology; Business; Marketing; Purchasing"
"https://openalex.org/A5079314936","A5079314936","Resti Fauziyyah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Operating system; Advertising; Art; Business; Humanities"
"https://openalex.org/A5079326454","A5079326454","Andreas Bobola Cepi Ikun","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Advertising; Information technology; Business; Handicraft; Marketing"
"https://openalex.org/A5079329123","A5079329123","W Yuniasari","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Computer science"
"https://openalex.org/A5079336997","A5079336997","Amalia Kaskita","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Psychoanalysis; Psychiatry; Pathology; Psychology; Personality"
"https://openalex.org/A5079338701","A5079338701","S Alviana","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Finance; Electronic money; Business; Payment; Mobile payment"
"https://openalex.org/A5079341885","A5079341885","SV Kusumaningrum","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","4","1","0","0","Filter (signal processing); Human–computer interaction; Internet privacy; Web application; World Wide Web"
"https://openalex.org/A5079385492","A5079385492","Suryadi Muhammad","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Physics; Art; Humanities"
"https://openalex.org/A5079410890","A5079410890","Fenny Febrianty","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","2","1","0","0","Psychoanalysis; Philosophy; Humanities; Psychology; Id, ego and super-ego"
"https://openalex.org/A5079589060","A5079589060","M Jasysrurrahman","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Finance; Manufacturing engineering; Electronic money; Engineering; World Wide Web"
"https://openalex.org/A5079656611","A5079656611","Lina Rosalina","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","0","0","0","0","Decision support system; Electrical engineering; Accounting; Data mining; Engineering"
"https://openalex.org/A5079849366","A5079849366","A H Makalalag","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","14","1","1","0","Human–computer interaction; Operating system; World Wide Web; Art; Design thinking"
"https://openalex.org/A5079912566","A5079912566","Wini Widianti","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","1","1","1","0","0","Art; Humanities"
"https://openalex.org/A5079987666","A5079987666","Andi Lasa","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","1","1","1","0","0","Operating system; Physics; Materials science; Computer science; Accelerometer"
