work_id,title,year,journal,publisher,issn,volume,issue,pages,doi,citation_count,abstract,author_id,source
https://openalex.org/W3115202716,Design and Implementation of Work Training Certificate Verification Based On Public Blockchain Platform,2020,,IEEE,,,,1-8,https://doi.org/10.1109/icic50835.2020.9288610,16,The purpose of this research is to develop a job training document storage system based on the public blockchain platform. use platforms used secure certificate data making it difficult falsify. smart contracts form that will be in blocks sent Ethereum network. InterPlanetary File System (IPFS) store files distributed environment so access easy and safe do. results showed can stored infrastructure its supporting IPFS environment. This means more from counterfeiting because transparent,https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W2745783757,PEMBANGUNAN APLIKASI BANTU DALAM MENGHAFAL AL-QUR'AN BERBASIS MOBILE,2015,,Universitas Komputer Indonesia,2715-7849;2089-9033,2,2,,https://doi.org/10.34010/komputa.v2i2.84,14,<jats:p />,https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W2905213520,The Herbalist Game Edukasi Pengobatan Herbal Berbasis Android,2018,,Institute of Research and Community Services Diponegoro University (LPPM UNDIP),2502-2377;2088-3587,8,2,141,https://doi.org/10.21456/vol8iss2pp141-148,13,"Herbal treatment is a method of using natural ingredients that are all around us. Introducing herbal medicines and treatments can be performed educational games. The purpose this research to develop games teach users able know the herbs how process it into drug cure disease. used in development game multimedia life cycle (MDLC). MDLC game, starting with concept definition stage, design phase, followed by collecting material assembly testing, ending distribution stage. This type simulation visualizes form ingredients, manufacture medicine derived from these materials Games mobile devices have advantages learning done anywhere anytime, so android platform chosen as media game. Educational testing alpha determine functionality application, beta test user. Alpha shows every has gone well. While conducted questionnaires enough help add knowledge about make remedies through images, animation play. In addition, interface quite interesting easy use.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W3008442525,PENERAPAN DIGITAL SIGNATURE DAN KRIPTOGRAFI PADA OTENTIKASI SERTIFIKAT TANAH DIGITAL,2017,,Universitas Komputer Indonesia,2715-7849;2089-9033,6,2,83-90,https://doi.org/10.34010/komputa.v6i2.2481,11,"Digital signature merupakan suatu teknologi digital yang dapat disipkan pada dokumen untuk menjaga otentifikasinya. Peneltian ini tertujuan menerapkan menguji keutuhan dan otentikasi sertifikat tanah digital, serta mendeteksi perubahan dari hasil manipulasi oleh orang tidak berhak. Salah satu cara melakukan yaitu dengan menggunakan fungsi hash. Algoritma hash digunakan dalam penelitian adalah Secure Hash Algorithm-256 (SHA-256), sedangkan algoritma kunci publik Rivest-Shamir-Adleman (RSA). Berdasarkan pengujian telah dilakukan, disimpulkan bahwa mengimplementasikan SHA-256 RSA memberikan layanan keamanan sehingga mencegah terjadinya pemalsuan berhak",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W3210910700,User Acceptance Test For Digital Signature Application In Academic Domain To Support The Covid-19 Work From Home Program,2021,,,,,,,https://doi.org/10.30645/ijistech.v5i3.132,11,"The user acceptance test (UAT) is the final stage in production of application. This intended to see degree which system can function and satisfy needs its users. objectives this research digital signature application academic environment support covid-19 work from home program. approach used use black box method Likert scale questionnaire figure out functional scope program, as well by users while using results show that has been designed, functionally run generates a value 82.07%. It be concluded was developed accepted fulfills users, it an alternative solution, especially signing documents during current Covid-19 pandemic.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W4283749398,Institutional Development in the Supply Chain System of Oil Palm Agroindustry in South Kalimantan,2022,,International Journal of Technology,2087-2100;2086-9614,13,3,643,https://doi.org/10.14716/ijtech.v13i3.4754,10,"178 Developing oil palm agroindustry in South Kalimantan involves internal and external factors for its sustainability. The long distance of each stakeholder requires a digitally connected system. research aimed at identifying criteria, sub-criteria, alternatives the developed network model, determine sensitivity to relevance actor's role, effectiveness efficiency before after implementation system, analyse level certainty importance assumptions developed. methods used were surveys, focus group discussions, questionnaires. Experts Analytical Network Process (ANP) method from academia, business, society government. Supply Chain Operation Reference (SCOR) supply chain performance involved respondents. was with Strategic Assumption Surfacing Testing (SAST). results analysis show there an interdependence between sub-criteria on specified criteria applied achieve goals. Pairwise comparisons showed highest cluster replanting program weight 0.662, alternative priority system involving all actors playing role 0.391, relevant test results. increase SCOR value actors. SAST Quadrant I 7.6 meaning very important certain. implications can be seen fostering use technology realizing transparency, especially regarding price, quality, traceability fresh fruit bunches, realization monitoring policymakers capital assistance independent smallholders.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W2954713725,Hijaiyah Letter Interactive Learning for Mild Mental Retardation Children using Gillingham Method and Augmented Reality,2019,,The Science and Information Organization,2156-5570;2158-107X,10,6,,https://doi.org/10.14569/ijacsa.2019.0100643,13,"Assistive technology for children with special needs is a problem that interesting to study. Collaboration between methods and latest can be used as learning aid them. Learning of Hijaiyah letters the first step being able read Holy Qur'an. Mentally retarded have IQs below average normal child, so their process slower requires methods. This study aims develop an application by using Gillingham augmented reality help mentally recognize letters. The method uses visual, auditory, kinestetic, tactile (VAKT) approach, facilitate children. While more interactive applications. Based on results research testing, it concluded was built improve children's memory understanding letters, pretest posttest showed increase 12% who were difficult receive material 6% are classified easy material.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W2990772108,Implementation of User Centered Design Method in Designing Android-based Journal Reminder Application,2019,,IOP Publishing,1757-8981;1757-899X,662,2,022029,https://doi.org/10.1088/1757-899x/662/2/022029,13,"Abstract The main objective of this study was to implement UCD in designing an Android-based journal reminder application determine the user’s needs for functionality and interface. This uses Data Collection Method Application Design using UCD. To find out result implementation UCD, measurements are used at level acceptance support prospective users by making a data collection instrument form questionnaire according usability testing framework Likert scale calculate variables. results indicate that 84% state interface design android-based can be accepted developed next stage. is concluded from functional evaluations through questionnaires Linkert which shows built GOOD interval, means proceed However, order improve accuracy development applications, it necessary make propototype based on modeling design.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W2893271562,QR code and transport layer security for licensing documents verification,2018,,IOP Publishing,1757-899X,407,,012069,https://doi.org/10.1088/1757-899x/407/1/012069,12,"This paper aimed at licensing documents verification. Licensing can be interpreted as one form of implementation regulatory functions and controlling nature owned by the government against activities undertaken community. The purpose this research is to add QR code transport layer security (TLS) feature document verification system. technologies used in are digital signature for speed access documents, TLS ensure safe communication during process that included document, contains serial number an serves key permission data stored system then signed using a signature. authenticity verified mobile application web page. To secure session between with system, applied on server so all encrypted. result research, have harder forge quickly, moreover, complete service encrypting thus more secure.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W2894512895,Pengukuran dan Evaluasi Keamanan Informasi Menggunakan Indeks KAMI - SNI ISO/IEC 27001:2009,2015,,Universitas Multimedia Nusantara,2549-4015;2085-4579,6,1,43-49,https://doi.org/10.31937/si.v6i1.278,10,"Information is a valuable asset for the college. The need safeguards against information becomes very necessary thing One standard that can be used to measure maturity level of security in an organization KAMI index developed by Depkominfo standards refer ISO / IEC 27001: 2009. This assessment see how far college environment, which results as medium evaluation order improve future. Index Terms - Assessment, security, Index, Maturity Level, College X",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W2991347807,Online Diploma Supplement Information System Modelling for Indonesian Higher Education Institution,2019,,IOP Publishing,1757-8981;1757-899X,662,2,022092,https://doi.org/10.1088/1757-899x/662/2/022092,10,"2014 Abstract According to the Regulation of Minister Education and Culture Republic Indonesia in at article number 81, a Higher Institution must include Diploma Supplement along with document Grade Transcript document. should contain data about academic achievements qualifications students during lectures. A mechanism is needed collect data. This study objective recognise minimum system requirement that compliant current regulation then create design an information can support for creating research used descriptive qualitative method. The result this model based on higher education institution.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W2594546367,Kajian virtual private network (vpn) sebagai sistem pengamanan data pada jaringan komputer (studi kasus jaringan komputer unikom),2015,,Universitas Komputer Indonesia,2527-7030;1411-9374,12,1,,https://doi.org/10.34010/miu.v12i1.34,9,"Jaringan komputer dapat dikatakan sebagai sebuah sistem yang terdiri dari berbagai beserta resource-nya didesain agar menggunakan sumber daya ada, sehingga mengakses informasi diperlukan. Informasi tersebut diakses melalui lain dengan konsep computer networking, baik itu Local Area Network, Metropolitan Wide Network ataupun juga internet. Untuk mengamankan suatu koneksi pada jaringan bersifat virtual dikenal istilah Virtual Private (VPN).Virtual (VPN) adalah teknologi komunikasi memungkinkan untuk terkoneksi ke publik dan menggunakannya bergabung lokal. Dengan cara maka akan didapatkan hak pengaturan sama seperti halnya berada didalam kantor atau network sendiri, walaupun sebenarnya milik publik.UNIKOM salah satu perguruan tinggi dalam melakukan kegiatan operasionalnya beberapa stakeholder saling terhubung komputer, perlu menerapkan VPN dimiliki jaringan, memudahkan lokal ada di UNIKOM mengaksesnya public (internet).Hasil penelitian ini berupa rekomendasi dasar digunakan oleh pengembangan pengaksesan berlangsung lebih aman efektif.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W2747071502,Sistem Kriptografi Citra Digital Pada Jaringan Intranet Menggunakan Metode Kombinasi Chaos Map Dan Teknik Selektif,2017,,Universitas Multimedia Nusantara,2581-186X;2085-4552,9,1,59-66,https://doi.org/10.31937/ti.v9i1.565,9,"Many organizations use design applications to draw the products they create. The drawings are digital files that have various formats of type and size. images sometimes be protected because secret designs, such as military vehicles, weapons other designs. In order secure data, cryptography is one solution, including if data secured in form images. Algorithms can used perform image them chaos map using Arnold cat map, logistics application selective technique. Chaos was chosen for three reasons: sensitivity initial conditions, random behavior, no repetitive periods. While technique means only encrypt some elements but effect whole encrypted. Cryptography also implemented organization an intranet network deliver its from division another. This allows tapping or exploitation while inside network. So it necessary develop a cryptographic system on has ability results obtained black box testing, white security testing show built been able when sent over organization's Index Terms”Cryptography, Image, Map Algorithm, Selective Technique, Intranet.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W2944203957,IMPLEMENTASI QRCODE SEBAGAI TIKET MASUK EVENT DENGAN MEMPERHITUNGKAN TINGKAT KOREKSI KESALAHAN,2018,,Universitas Komputer Indonesia,2655-6839;2088-2270,7,2,,https://doi.org/10.34010/jati.v7i2.491,9,"Tiket merupakan suatu dokumen yang sangat penting dalam acara (event) karena tiket menentukan apakah seseorang memiliki akses untuk memasuki tersebut atau tidak. Untuk melakukan verifikasi tiket, petugas berjaga di pintu masuk harus memastikan bahwa setiap orang dapat menunjukan tiket. Kesederhanaan sistem ini, banyak disalahgunakan mendapatkan ke secara cuma-cuma. Tidak adanya proses identifikasi dan validasi dengan data dimiliki oleh penyelengara membuat kecurangan tetap saja terjadi.Dari permasalahan ada, maka dilakukan penelitian memanfaatkan QR code sebagai event memperhitungkan tingkat koreksi kesalahan. Penelitian ini mencoba memperbaharui komputerisasi mengganti bentuk fisik menjadi code. Telah pengujian alpha kemampuan pembacaan mengetahui kesalahan mempengaruhi code.Hasil dari dibangun bebas sintaks berjalan sesuai fungsinya. Hasil menyatakan mengalami kerusakan bentuknya tidak utuh. Semakin tinggi kesalahan, semakin baik code.Kata Kunci : Tiket, e-Ticketing, Sistem Verifikasi code, scanner, Koreksi Kesalahan, Reed-Solomon.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W3031605201,Sistem Keamanan Basis Data Klien P.T. Infokes Menggunakan Kriptografi Kombinasi RC4 Dan Base64,2020,,Universitas Andalas,2476-8812;2460-3465,6,1,9-18,https://doi.org/10.25077/teknosi.v6i1.2020.9-18,8,"PT Infokes Indonesia merupakan sebuah perusahaan yang bergerak dalam pembangunan perangkat lunak berfokus pada layanan kesehatan. Saat ini transaksi basis data dengan klien dilakukan secara konvensional yaitu mengirimkan disimpan media penyimpanan sekunder melalui kurir ekspedisi. Hal tersebut menyebabkan dapat mudah dibaca dan dikhawatirkan menjadi celah kebocoran informasi bersifat privasi kepada publik.Dalam penelitian menggunakan algoritma kriptografi RC4 memiliki kelebihan kecepatan maupun tingkat efesiensi dari hasil enkripsinya. Kriptografi digunakan, dikombinasikan Base64 untuk menambah penyandian setelah enkripsi. Hasil pengujian black box white menunjukan bahwa implementasi berjalan baik. Selain itu, Wireshark menunjukkan jalur telah diamankan protokol HTTPS keadaan terenkripsi. melakukan cryptanalysis CrypTool kombinasi pengkombinasian kemanan lebih tinggi mengamankan dibandingkan ketika hanya saja.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W4255558915,The Herbalist Game Edukasi Pengobatan Herbal Berbasis Android,2018,,Institute of Research and Community Services Diponegoro University (LPPM UNDIP),2502-2377;2088-3587,8,2,27,https://doi.org/10.21456/vol8iss2pp27-34,8,"Herbal treatment is a method of using natural ingredients that are all around us. Introducing herbal medicines and treatments can be performed educational games. The purpose this research to develop games teach users able know the herbs how process it into drug cure disease. used in development game multimedia life cycle (MDLC). MDLC game, starting with concept definition stage, design phase, followed by collecting material assembly testing, ending distribution stage. This type simulation visualizes form ingredients, manufacture medicine derived from these materials Games mobile devices have advantages learning done anywhere anytime, so android platform chosen as media game. Educational testing alpha determine functionality application, beta test user. Alpha shows every has gone well. While conducted questionnaires enough help add knowledge about make remedies through images, animation play. In addition, interface quite interesting easy use.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W4206142324,Designing Architecture Blockchain of Hyperledger Fabric for Purchasing Strategy,2021,,The World Academy of Research in Science and Engineering,2278-3091,10,2,464-468,https://doi.org/10.30534/ijatcse/2021/041022021,7,"Hyperledger Fabric refers to a blockchain technology regulated by the Linux Foundation, which implements network, namely permission blockchain. The network provides membership service concept, means that only certain parties can transact and access data. This research will show architecture design of hyperledger fabric, is designed for purchasing strategy recycled waste products. be used make purchases managing distributors in buying products from banks as raw materials processed. traditional process using bank third party take longer more expensive. Therefore, this aims improve data security transparency between authorities direct payment an instant dramatically reduce transaction costs. Besides, also applied any e-commerce. method blockchain, focuses on fabric design. position processing fabric. study's results apply system overcome several technical problems related blockchains such throughput, scalability, interoperability contribute strategies.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W3029244879,Rancang Bangun Aplikasi Chatbot Media Informasi Parenting Pola Asuh Anak Menggunakan Line,2020,,Politeknik Negeri Bali,2088-284X;2580-5630,10,1,1-10,https://doi.org/10.31940/matrix.v10i1.1805,6,"19 20 41 58 72 2017 Angka kasus kekerasan terhadap anak yang terjadi di Cirebon pada tahun mencapai jumlah dan meningkat menjadi berikutnya. Salah satu faktor penyebab yaitu kesalahan pola asuh dari orang tua. Karena meningkatnya tersebut, dinas pemberdayaan perempuan perlindungan membuat suatu program kerja memberikan pembelajaran parenting kepada setiap tua berada Cirebon. Namun terdapat kendala dalam proses pelaksanaan programnya kurangnya waktu penyuluhan masyarakat sehingga penyampaian informasi kurang efesien. Oleh sebab itu, dibutuhkan sebuah media berguna untuk membantu pihak menyampaikan secara lebih responsif. Penelitian ini mengangkat penggunaan ChatBot dengan memanfaatkan sosial berupa LINE Atau melalui metode pendekatan Natural Language Processing (NLP) algoritma MMR. Berdasarkan hasil pengujian alpha memasukkan sebanyak pertanyaan sistem bot, diperoleh nilai akurasi sebesar persen. Sementara beta kuesioner diberikan Kelurahan Kecapi menunjukkan jawaban memiliki rata-rata persentase 66,31 persen kategori ‘cukup setuju’.",https://openalex.org/A5052898875,openalex+crossref
https://openalex.org/W4312392685,A Bibliometric Analysis of Management Bioenergy Research Using Vosviewer Application,2021,,Universitas Pendidikan Indonesia (UPI),2527-8045;2528-1410,7,1,89-104,https://doi.org/10.17509/ijost.v7i1.43328,60,"1000 2017 2021 This study aims at analyzing and demonstrating bibliometric data analysis step by using VOSViewer systematically. Step-by-step was provided to make first-time users access utilize VOSViewers more easily. provides regarding management bioenergy its development throughout five years (2017–2021) utilizing mapping tools in the VOSViewer. The method used qualitative descriptive describe performance producing network visualization of chosen topic. From search results, relevant published journals were found, ranging from 2017–2021, which then grouped into categories according their year. After grouping journal data, we discovered that total number articles on topic 180. As a result, it conclude is field can be combined with another studied. way, there lot opportunities find novelties this Furthermore, expected serve as resource for researchers conducting research determining theme.",https://openalex.org/A5077761860,openalex+crossref
https://openalex.org/W4210473407,"Marketing Strategy for Local Superior Commodities and Regional Economic Contributions, Indonesia",2022,,Journal of Eastern European and Central Asian Research,2328-8280;2328-8272,9,1,1-9,https://doi.org/10.15549/jeecar.v9i1.866,22,"In the agricultural sector of a region, only best commodities can be favored to boost national economic sustainability. Therefore, stakeholders need formulate an effective marketing strategy improve farmers’ welfare. Marketing strategies were differently influenced by several factors ranging from geography, politics, and people’s consumption patterns. This study compares for leading in Indonesia Uzbekistan obtain new formula products. is considered one countries Central Asia that has lot common with Indonesia, especially sector, vice versa. aims develop superior regional see how significant contribution Garut region on scale. The method used Literature review. We also conducted case field survey agriculture centers Indonesia. results indicate economy certain area or up broad scope. It helpful local governments business entities deal constant monitoring farmer effectiveness.",https://openalex.org/A5077761860,openalex+crossref
https://openalex.org/W3171570097,APPLICATION OF E-LEARNING SYSTEM IN THE WORLD OF EDUCATION,2021,,Universitas Negeri Padang (UNP),2620-6390;2086-4981,14,1,47-52,https://doi.org/10.24036/tip.v14i1.327,19,"The purpose of this study is to determine the positive effects e-learning systems on improving student's understanding concepts and comparing with old learning system. Nowadays, internet one way find informations easily without reading books attending classes. method used in research literature by obtaining information data from various sources. results that can improve students' cognitive abilitiesas it easier access words, powerpoint, html or PDF application. conclusion be as a innovation help teachers students using Software Learning Management System.",https://openalex.org/A5077761860,openalex+crossref
https://openalex.org/W4379472563,"Development of Micro Small-Medium Business in Asian Countries (Indonesia, Malaysia, Philippines, and Thailand): A comparison in accounting behavior",2023,,Journal of Eastern European and Central Asian Research,2328-8280;2328-8272,10,3,487-497,https://doi.org/10.15549/jeecar.v10i3.1300,19,"This study examines how to support and improve micro, small, medium enterprises (MSMEs) in ASEAN countries, which have been hit hard by the COVID-19 pandemic. employs a qualitative research method, emphasizes observing examining substance meaning of phenomena more deeply. The found that success MSMEs Indonesia depends on factors like business sector, size, financial management, digital technology use. Similarly, policies Malaysia, Philippines, Thailand, can help increase state income, but require investment areas human resources, finance, marketing. aims provide insights into strengths weaknesses these countries promote their development.",https://openalex.org/A5077761860,openalex+crossref
https://openalex.org/W4392410755,Measurement Enhancement of Ultrasonic Sensor using Pelican Optimization Algorithm for Robotic Application,2023,,Universitas Pendidikan Indonesia (UPI),2527-8045;2528-1410,9,1,145-162,https://doi.org/10.17509/ijost.v9i1.64843,16,"2 400 HC-SR04 ultrasonic sensor is one of the famous low-cost sensors. It measured distance from to cm. depends on sound waves that are sent by an electronic device determine object, and reflected converted into signal. This paper proposed a flowchart modern optimization method Pelican Optimization Algorithm (POA) enhance measurement kind HC-SR04. In addition, experimental system designed interfacing between MATLAB with Ardunio implemented easily save desired distances enter these POA as pelicans. The error comparison two methods implemented, called classical method, another named POA. results show minimum object in less than without best-measured were achieved approximately equal distances. for enhanced 99.97%. accurately detects objects cm which can be used robotic application.",https://openalex.org/A5077761860,openalex+crossref
https://openalex.org/W4293114281,A NEW DIGITAL MARKETING AREA FOR E-COMMERCE BUSINESS,2021,,Universitas Komputer Indonesia,2810-0662;2807-7229,1,2,370-381,https://doi.org/10.34010/injuratech.v1i2.6765,15,"Digital marketing is a familiar thing in the business world. One of them Tiktok Shop. Shop new feature application, officially launched April 2020. shop has become very popular among e-commerce businesses and customers who often online, because this application provides an attractive easy interface for product purchasing products. The background research tiktok get viral so fast as media can even run parallel other e-commerce. Therefore, purposes knowing why quickly be used by many people. Furthermore, it compete with choice people conducting processes. This method based on observations interviews various parties, two customers. results study are form exposure objectives presented, which enables us to have concrete evidence that influence worthy being along Discuss answers about marketing. resulted conclusion could alternative tool carrying out their benefit see how far development shops public",https://openalex.org/A5077761860,openalex+crossref
