work_id,title,doi,year,venue_id,type,abstract
https://openalex.org/W3115202716,Design and Implementation of Work Training Certificate Verification Based On Public Blockchain Platform,https://doi.org/10.1109/icic50835.2020.9288610,2020,,,The purpose of this research is to develop a job training document storage system based on the public blockchain platform. use platforms used secure certificate data making it difficult falsify. smart contracts form that will be in blocks sent Ethereum network. InterPlanetary File System (IPFS) store files distributed environment so access easy and safe do. results showed can stored infrastructure its supporting IPFS environment. This means more from counterfeiting because transparent
https://openalex.org/W2745783757,PEMBANGUNAN APLIKASI BANTU DALAM MENGHAFAL AL-QUR'AN BERBASIS MOBILE,https://doi.org/10.34010/komputa.v2i2.84,2015,,,<jats:p />
https://openalex.org/W2905213520,The Herbalist Game Edukasi Pengobatan Herbal Berbasis Android,https://doi.org/10.21456/vol8iss2pp141-148,2018,,,"Herbal treatment is a method of using natural ingredients that are all around us. Introducing herbal medicines and treatments can be performed educational games. The purpose this research to develop games teach users able know the herbs how process it into drug cure disease. used in development game multimedia life cycle (MDLC). MDLC game, starting with concept definition stage, design phase, followed by collecting material assembly testing, ending distribution stage. This type simulation visualizes form ingredients, manufacture medicine derived from these materials Games mobile devices have advantages learning done anywhere anytime, so android platform chosen as media game. Educational testing alpha determine functionality application, beta test user. Alpha shows every has gone well. While conducted questionnaires enough help add knowledge about make remedies through images, animation play. In addition, interface quite interesting easy use."
https://openalex.org/W3008442525,PENERAPAN DIGITAL SIGNATURE DAN KRIPTOGRAFI PADA OTENTIKASI SERTIFIKAT TANAH DIGITAL,https://doi.org/10.34010/komputa.v6i2.2481,2017,,,"Digital signature merupakan suatu teknologi digital yang dapat disipkan pada dokumen untuk menjaga otentifikasinya. Peneltian ini tertujuan menerapkan menguji keutuhan dan otentikasi sertifikat tanah digital, serta mendeteksi perubahan dari hasil manipulasi oleh orang tidak berhak. Salah satu cara melakukan yaitu dengan menggunakan fungsi hash. Algoritma hash digunakan dalam penelitian adalah Secure Hash Algorithm-256 (SHA-256), sedangkan algoritma kunci publik Rivest-Shamir-Adleman (RSA). Berdasarkan pengujian telah dilakukan, disimpulkan bahwa mengimplementasikan SHA-256 RSA memberikan layanan keamanan sehingga mencegah terjadinya pemalsuan berhak"
https://openalex.org/W3210910700,User Acceptance Test For Digital Signature Application In Academic Domain To Support The Covid-19 Work From Home Program,https://doi.org/10.30645/ijistech.v5i3.132,2021,,,"The user acceptance test (UAT) is the final stage in production of application. This intended to see degree which system can function and satisfy needs its users. objectives this research digital signature application academic environment support covid-19 work from home program. approach used use black box method Likert scale questionnaire figure out functional scope program, as well by users while using results show that has been designed, functionally run generates a value 82.07%. It be concluded was developed accepted fulfills users, it an alternative solution, especially signing documents during current Covid-19 pandemic."
https://openalex.org/W4283749398,Institutional Development in the Supply Chain System of Oil Palm Agroindustry in South Kalimantan,https://doi.org/10.14716/ijtech.v13i3.4754,2022,,,"178 Developing oil palm agroindustry in South Kalimantan involves internal and external factors for its sustainability. The long distance of each stakeholder requires a digitally connected system. research aimed at identifying criteria, sub-criteria, alternatives the developed network model, determine sensitivity to relevance actor's role, effectiveness efficiency before after implementation system, analyse level certainty importance assumptions developed. methods used were surveys, focus group discussions, questionnaires. Experts Analytical Network Process (ANP) method from academia, business, society government. Supply Chain Operation Reference (SCOR) supply chain performance involved respondents. was with Strategic Assumption Surfacing Testing (SAST). results analysis show there an interdependence between sub-criteria on specified criteria applied achieve goals. Pairwise comparisons showed highest cluster replanting program weight 0.662, alternative priority system involving all actors playing role 0.391, relevant test results. increase SCOR value actors. SAST Quadrant I 7.6 meaning very important certain. implications can be seen fostering use technology realizing transparency, especially regarding price, quality, traceability fresh fruit bunches, realization monitoring policymakers capital assistance independent smallholders."
https://openalex.org/W2954713725,Hijaiyah Letter Interactive Learning for Mild Mental Retardation Children using Gillingham Method and Augmented Reality,https://doi.org/10.14569/ijacsa.2019.0100643,2019,,,"Assistive technology for children with special needs is a problem that interesting to study. Collaboration between methods and latest can be used as learning aid them. Learning of Hijaiyah letters the first step being able read Holy Qur'an. Mentally retarded have IQs below average normal child, so their process slower requires methods. This study aims develop an application by using Gillingham augmented reality help mentally recognize letters. The method uses visual, auditory, kinestetic, tactile (VAKT) approach, facilitate children. While more interactive applications. Based on results research testing, it concluded was built improve children's memory understanding letters, pretest posttest showed increase 12% who were difficult receive material 6% are classified easy material."
https://openalex.org/W2990772108,Implementation of User Centered Design Method in Designing Android-based Journal Reminder Application,https://doi.org/10.1088/1757-899x/662/2/022029,2019,,,"Abstract The main objective of this study was to implement UCD in designing an Android-based journal reminder application determine the user’s needs for functionality and interface. This uses Data Collection Method Application Design using UCD. To find out result implementation UCD, measurements are used at level acceptance support prospective users by making a data collection instrument form questionnaire according usability testing framework Likert scale calculate variables. results indicate that 84% state interface design android-based can be accepted developed next stage. is concluded from functional evaluations through questionnaires Linkert which shows built GOOD interval, means proceed However, order improve accuracy development applications, it necessary make propototype based on modeling design."
https://openalex.org/W2893271562,QR code and transport layer security for licensing documents verification,https://doi.org/10.1088/1757-899x/407/1/012069,2018,,,"This paper aimed at licensing documents verification. Licensing can be interpreted as one form of implementation regulatory functions and controlling nature owned by the government against activities undertaken community. The purpose this research is to add QR code transport layer security (TLS) feature document verification system. technologies used in are digital signature for speed access documents, TLS ensure safe communication during process that included document, contains serial number an serves key permission data stored system then signed using a signature. authenticity verified mobile application web page. To secure session between with system, applied on server so all encrypted. result research, have harder forge quickly, moreover, complete service encrypting thus more secure."
https://openalex.org/W2894512895,Pengukuran dan Evaluasi Keamanan Informasi Menggunakan Indeks KAMI - SNI ISO/IEC 27001:2009,https://doi.org/10.31937/si.v6i1.278,2015,,,"Information is a valuable asset for the college. The need safeguards against information becomes very necessary thing One standard that can be used to measure maturity level of security in an organization KAMI index developed by Depkominfo standards refer ISO / IEC 27001: 2009. This assessment see how far college environment, which results as medium evaluation order improve future. Index Terms - Assessment, security, Index, Maturity Level, College X"
https://openalex.org/W2991347807,Online Diploma Supplement Information System Modelling for Indonesian Higher Education Institution,https://doi.org/10.1088/1757-899x/662/2/022092,2019,,,"2014 Abstract According to the Regulation of Minister Education and Culture Republic Indonesia in at article number 81, a Higher Institution must include Diploma Supplement along with document Grade Transcript document. should contain data about academic achievements qualifications students during lectures. A mechanism is needed collect data. This study objective recognise minimum system requirement that compliant current regulation then create design an information can support for creating research used descriptive qualitative method. The result this model based on higher education institution."
https://openalex.org/W2594546367,Kajian virtual private network (vpn) sebagai sistem pengamanan data pada jaringan komputer (studi kasus jaringan komputer unikom),https://doi.org/10.34010/miu.v12i1.34,2015,,,"Jaringan komputer dapat dikatakan sebagai sebuah sistem yang terdiri dari berbagai beserta resource-nya didesain agar menggunakan sumber daya ada, sehingga mengakses informasi diperlukan. Informasi tersebut diakses melalui lain dengan konsep computer networking, baik itu Local Area Network, Metropolitan Wide Network ataupun juga internet. Untuk mengamankan suatu koneksi pada jaringan bersifat virtual dikenal istilah Virtual Private (VPN).Virtual (VPN) adalah teknologi komunikasi memungkinkan untuk terkoneksi ke publik dan menggunakannya bergabung lokal. Dengan cara maka akan didapatkan hak pengaturan sama seperti halnya berada didalam kantor atau network sendiri, walaupun sebenarnya milik publik.UNIKOM salah satu perguruan tinggi dalam melakukan kegiatan operasionalnya beberapa stakeholder saling terhubung komputer, perlu menerapkan VPN dimiliki jaringan, memudahkan lokal ada di UNIKOM mengaksesnya public (internet).Hasil penelitian ini berupa rekomendasi dasar digunakan oleh pengembangan pengaksesan berlangsung lebih aman efektif."
https://openalex.org/W2747071502,Sistem Kriptografi Citra Digital Pada Jaringan Intranet Menggunakan Metode Kombinasi Chaos Map Dan Teknik Selektif,https://doi.org/10.31937/ti.v9i1.565,2017,,,"Many organizations use design applications to draw the products they create. The drawings are digital files that have various formats of type and size. images sometimes be protected because secret designs, such as military vehicles, weapons other designs. In order secure data, cryptography is one solution, including if data secured in form images. Algorithms can used perform image them chaos map using Arnold cat map, logistics application selective technique. Chaos was chosen for three reasons: sensitivity initial conditions, random behavior, no repetitive periods. While technique means only encrypt some elements but effect whole encrypted. Cryptography also implemented organization an intranet network deliver its from division another. This allows tapping or exploitation while inside network. So it necessary develop a cryptographic system on has ability results obtained black box testing, white security testing show built been able when sent over organization's Index Terms”Cryptography, Image, Map Algorithm, Selective Technique, Intranet."
https://openalex.org/W2944203957,IMPLEMENTASI QRCODE SEBAGAI TIKET MASUK EVENT DENGAN MEMPERHITUNGKAN TINGKAT KOREKSI KESALAHAN,https://doi.org/10.34010/jati.v7i2.491,2018,,,"Tiket merupakan suatu dokumen yang sangat penting dalam acara (event) karena tiket menentukan apakah seseorang memiliki akses untuk memasuki tersebut atau tidak. Untuk melakukan verifikasi tiket, petugas berjaga di pintu masuk harus memastikan bahwa setiap orang dapat menunjukan tiket. Kesederhanaan sistem ini, banyak disalahgunakan mendapatkan ke secara cuma-cuma. Tidak adanya proses identifikasi dan validasi dengan data dimiliki oleh penyelengara membuat kecurangan tetap saja terjadi.Dari permasalahan ada, maka dilakukan penelitian memanfaatkan QR code sebagai event memperhitungkan tingkat koreksi kesalahan. Penelitian ini mencoba memperbaharui komputerisasi mengganti bentuk fisik menjadi code. Telah pengujian alpha kemampuan pembacaan mengetahui kesalahan mempengaruhi code.Hasil dari dibangun bebas sintaks berjalan sesuai fungsinya. Hasil menyatakan mengalami kerusakan bentuknya tidak utuh. Semakin tinggi kesalahan, semakin baik code.Kata Kunci : Tiket, e-Ticketing, Sistem Verifikasi code, scanner, Koreksi Kesalahan, Reed-Solomon."
https://openalex.org/W3031605201,Sistem Keamanan Basis Data Klien P.T. Infokes Menggunakan Kriptografi Kombinasi RC4 Dan Base64,https://doi.org/10.25077/teknosi.v6i1.2020.9-18,2020,,,"PT Infokes Indonesia merupakan sebuah perusahaan yang bergerak dalam pembangunan perangkat lunak berfokus pada layanan kesehatan. Saat ini transaksi basis data dengan klien dilakukan secara konvensional yaitu mengirimkan disimpan media penyimpanan sekunder melalui kurir ekspedisi. Hal tersebut menyebabkan dapat mudah dibaca dan dikhawatirkan menjadi celah kebocoran informasi bersifat privasi kepada publik.Dalam penelitian menggunakan algoritma kriptografi RC4 memiliki kelebihan kecepatan maupun tingkat efesiensi dari hasil enkripsinya. Kriptografi digunakan, dikombinasikan Base64 untuk menambah penyandian setelah enkripsi. Hasil pengujian black box white menunjukan bahwa implementasi berjalan baik. Selain itu, Wireshark menunjukkan jalur telah diamankan protokol HTTPS keadaan terenkripsi. melakukan cryptanalysis CrypTool kombinasi pengkombinasian kemanan lebih tinggi mengamankan dibandingkan ketika hanya saja."
https://openalex.org/W4206142324,Designing Architecture Blockchain of Hyperledger Fabric for Purchasing Strategy,https://doi.org/10.30534/ijatcse/2021/041022021,2021,,,"Hyperledger Fabric refers to a blockchain technology regulated by the Linux Foundation, which implements network, namely permission blockchain. The network provides membership service concept, means that only certain parties can transact and access data. This research will show architecture design of hyperledger fabric, is designed for purchasing strategy recycled waste products. be used make purchases managing distributors in buying products from banks as raw materials processed. traditional process using bank third party take longer more expensive. Therefore, this aims improve data security transparency between authorities direct payment an instant dramatically reduce transaction costs. Besides, also applied any e-commerce. method blockchain, focuses on fabric design. position processing fabric. study's results apply system overcome several technical problems related blockchains such throughput, scalability, interoperability contribute strategies."
https://openalex.org/W3029244879,Rancang Bangun Aplikasi Chatbot Media Informasi Parenting Pola Asuh Anak Menggunakan Line,https://doi.org/10.31940/matrix.v10i1.1805,2020,,,"19 20 41 58 72 2017 Angka kasus kekerasan terhadap anak yang terjadi di Cirebon pada tahun mencapai jumlah dan meningkat menjadi berikutnya. Salah satu faktor penyebab yaitu kesalahan pola asuh dari orang tua. Karena meningkatnya tersebut, dinas pemberdayaan perempuan perlindungan membuat suatu program kerja memberikan pembelajaran parenting kepada setiap tua berada Cirebon. Namun terdapat kendala dalam proses pelaksanaan programnya kurangnya waktu penyuluhan masyarakat sehingga penyampaian informasi kurang efesien. Oleh sebab itu, dibutuhkan sebuah media berguna untuk membantu pihak menyampaikan secara lebih responsif. Penelitian ini mengangkat penggunaan ChatBot dengan memanfaatkan sosial berupa LINE Atau melalui metode pendekatan Natural Language Processing (NLP) algoritma MMR. Berdasarkan hasil pengujian alpha memasukkan sebanyak pertanyaan sistem bot, diperoleh nilai akurasi sebesar persen. Sementara beta kuesioner diberikan Kelurahan Kecapi menunjukkan jawaban memiliki rata-rata persentase 66,31 persen kategori ‘cukup setuju’."
https://openalex.org/W4312392685,A Bibliometric Analysis of Management Bioenergy Research Using Vosviewer Application,https://doi.org/10.17509/ijost.v7i1.43328,2021,,,"1000 2017 2021 This study aims at analyzing and demonstrating bibliometric data analysis step by using VOSViewer systematically. Step-by-step was provided to make first-time users access utilize VOSViewers more easily. provides regarding management bioenergy its development throughout five years (2017–2021) utilizing mapping tools in the VOSViewer. The method used qualitative descriptive describe performance producing network visualization of chosen topic. From search results, relevant published journals were found, ranging from 2017–2021, which then grouped into categories according their year. After grouping journal data, we discovered that total number articles on topic 180. As a result, it conclude is field can be combined with another studied. way, there lot opportunities find novelties this Furthermore, expected serve as resource for researchers conducting research determining theme."
https://openalex.org/W4210473407,"Marketing Strategy for Local Superior Commodities and Regional Economic Contributions, Indonesia",https://doi.org/10.15549/jeecar.v9i1.866,2022,,,"In the agricultural sector of a region, only best commodities can be favored to boost national economic sustainability. Therefore, stakeholders need formulate an effective marketing strategy improve farmers’ welfare. Marketing strategies were differently influenced by several factors ranging from geography, politics, and people’s consumption patterns. This study compares for leading in Indonesia Uzbekistan obtain new formula products. is considered one countries Central Asia that has lot common with Indonesia, especially sector, vice versa. aims develop superior regional see how significant contribution Garut region on scale. The method used Literature review. We also conducted case field survey agriculture centers Indonesia. results indicate economy certain area or up broad scope. It helpful local governments business entities deal constant monitoring farmer effectiveness."
https://openalex.org/W3171570097,APPLICATION OF E-LEARNING SYSTEM IN THE WORLD OF EDUCATION,https://doi.org/10.24036/tip.v14i1.327,2021,,,"The purpose of this study is to determine the positive effects e-learning systems on improving student's understanding concepts and comparing with old learning system. Nowadays, internet one way find informations easily without reading books attending classes. method used in research literature by obtaining information data from various sources. results that can improve students' cognitive abilitiesas it easier access words, powerpoint, html or PDF application. conclusion be as a innovation help teachers students using Software Learning Management System."
https://openalex.org/W4379472563,"Development of Micro Small-Medium Business in Asian Countries (Indonesia, Malaysia, Philippines, and Thailand): A comparison in accounting behavior",https://doi.org/10.15549/jeecar.v10i3.1300,2023,,,"This study examines how to support and improve micro, small, medium enterprises (MSMEs) in ASEAN countries, which have been hit hard by the COVID-19 pandemic. employs a qualitative research method, emphasizes observing examining substance meaning of phenomena more deeply. The found that success MSMEs Indonesia depends on factors like business sector, size, financial management, digital technology use. Similarly, policies Malaysia, Philippines, Thailand, can help increase state income, but require investment areas human resources, finance, marketing. aims provide insights into strengths weaknesses these countries promote their development."
https://openalex.org/W4392410755,Measurement Enhancement of Ultrasonic Sensor using Pelican Optimization Algorithm for Robotic Application,https://doi.org/10.17509/ijost.v9i1.64843,2023,,,"2 400 HC-SR04 ultrasonic sensor is one of the famous low-cost sensors. It measured distance from to cm. depends on sound waves that are sent by an electronic device determine object, and reflected converted into signal. This paper proposed a flowchart modern optimization method Pelican Optimization Algorithm (POA) enhance measurement kind HC-SR04. In addition, experimental system designed interfacing between MATLAB with Ardunio implemented easily save desired distances enter these POA as pelicans. The error comparison two methods implemented, called classical method, another named POA. results show minimum object in less than without best-measured were achieved approximately equal distances. for enhanced 99.97%. accurately detects objects cm which can be used robotic application."
https://openalex.org/W4293114281,A NEW DIGITAL MARKETING AREA FOR E-COMMERCE BUSINESS,https://doi.org/10.34010/injuratech.v1i2.6765,2021,,,"Digital marketing is a familiar thing in the business world. One of them Tiktok Shop. Shop new feature application, officially launched April 2020. shop has become very popular among e-commerce businesses and customers who often online, because this application provides an attractive easy interface for product purchasing products. The background research tiktok get viral so fast as media can even run parallel other e-commerce. Therefore, purposes knowing why quickly be used by many people. Furthermore, it compete with choice people conducting processes. This method based on observations interviews various parties, two customers. results study are form exposure objectives presented, which enables us to have concrete evidence that influence worthy being along Discuss answers about marketing. resulted conclusion could alternative tool carrying out their benefit see how far development shops public"
https://openalex.org/W4409261314,Enhancing Agricultural Cybersecurity,https://doi.org/10.4018/979-8-3373-3296-3.ch010,2025,,,"The rapid digital transformation of agriculture through smart farming technologies has introduced new cybersecurity challenges that threaten the integrity, confidentiality, and availability critical agricultural data systems. As precision agriculture, Internet Things (IoT)-enabled sensors, automated decision-making become integral to modern farming, risks associated with cyber threats—such as breaches, ransomware attacks, supply chain vulnerabilities—continue escalate. Unlike traditional security measures, AI-driven solutions, including deep learning Large Language Models (LLMs), offer real-time threat detection, adaptive defense mechanisms, enhanced risk assessment capabilities. This chapter explores application these in securing networks, from intrusion detection incident response. It also presents case studies solutions implemented environments."
https://openalex.org/W4307328803,A Systematic Review of the IoT in Smart University: Model and Contribution,https://doi.org/10.17509/ijost.v7i3.51476,2022,,,"69 2018 The objectives of the review were to identify different implementation aspects Internet Things (IoT) in Smart Universities (SU) from diverse studies, amplify theories behind IoT utilization and model SU; as well offer recommendations for future research this area. This study employed a systematic literature (SLR) technique, conducting comprehensive searches most relevant articles question published 2022. Following peer-reviewed journals, total refereed chosen analyzed. findings suggest that technology needs be aligned integrated with organizational processes. should meet adoption readiness university. results also revealed creation SU can divided into three categories: behavior, learning, educational technology, physical facilities. However, related is still incoherent lacking theoretical frameworks reflect on specific circumstances such SU. its early stages, more work done terms identifying adoption. contributed serving inspiration point reference institutions they smart university initiative create teaching learning environment effective efficient."
https://openalex.org/W4210682991,"Agricultural Entrepreneurial Strategy during the COVID-19 Pandemic: Case Study of Garut, Indonesia",https://doi.org/10.15549/jeecar.v9i2.872,2022,,,"2019 2020 This study aims at proposing a business strategy to maintain the agricultural sector in Garut Regency during Covid-19 Pandemic. Regardless of fact that all sectors need special strategies survive COVID-19 pandemic, there are still limited studies focusing on entrepreneurship agriculture sector. The method used this research was descriptive-qualitative case study. Observations were made for period one year from October observe resilience district, Indonesia. During closed-loop strategy, namely by establishing cooperation between farmers and industrial as well retail sectors. To support supporting considers internal external factors is needed. uses SWOT analysis determine important aspects. Based identified factors, various obtained strengthen economic structure farmers. As result, expected increase production welfare can become momentum strengthening national food independence. be reference other researchers their add insight."
https://openalex.org/W3016959255,Computerized Entrepreneurship Education – Special Review on Life Quality in Digital Era,https://doi.org/10.1088/1742-6596/1477/3/032017,2020,,,"1 2 Abstract Social and economic gap remain a crucial issue in Indonesia related to the level of poverty. This research focuses on analyzing how computerized entrepreneurship education can help reduce poverty terms improving quality life. Studies life need be performed this study considering that most previous studies highlight unemployment income levels as indicators poverty, without relating it In addition business now has become new trend for generating activities. Quantitative methods were used by applying Man Whitney analysis compare between two groups respondents. WHOQOL-BREF is instrument was distributed group consisting respondents who had been given not education. Research findings indicates through significant Entrepreneurship creates positive change which ultimately bring huge effect human wellbeing. The contributes enhance our knowledge about pathway"
https://openalex.org/W4210351884,Significances of Marketing Education in Reducing Poverty in Indonesia; Special Review on Quality of Life,https://doi.org/10.15549/jeecar.v9i1.867,2022,,,"Poverty in Indonesia has become a critical issue as result of social and economic disparities. The phenomenon is inextricably linked to education's role gateway poverty alleviation. One the primary causes entrepreneurial failure, lack public knowledge about marketing. From stated problem, purpose this research investigate how marketing education. Because most previous focused on unemployment income levels indicators poverty, which did not explain quality life comprehensively, review required study. Additionally, Man Whitney analysis was used compare two groups respondents using quantitative method. Observations were also conducted for period six months. WHOQOL-BREF instrument distributed Group 1. Each respondent from different province Indonesia. findings indicate that education can help reduce resulting significant improvements life. Marketing leads positive changes have impact human well-being. This contributes our understanding means reducing poverty."
https://openalex.org/W4313788431,Modeling islamic marketing research using VOSviewer application: A bibliometric analysis,https://doi.org/10.15549/jeecar.v10i1.1090,2023,,,"1000 2019 2020 This study aims to carry out a bibliometric analysis on Islamic marketing using the VOSviewer program. uses quantitative descriptive method. The data used in this are search results based keyword ""Islamic Marketing"" sourced from Google Scholar publish or perish software. From results, we found articles published 2018-2022 range. show that research increased and but decreased significantly 2022. In conclusion, is needed demonstrate significance of undertaking analysis, particularly area marketing. It expected will serve as model for future terms conducting identifying topics, field"
https://openalex.org/W3210017751,PERANCANGAN SISTEM INFORMASI PENJUALAN BUSANA MUSLIM BERBASIS WEB,https://doi.org/10.36549/ijis.v6i2.165,2021,,,"Tujuan dari penelitian ini adalah merancang sebuah sistem informasi pemasaran produk busana muslim dengan konsep marketplace guna menyediakan media belanja online khusus muslim. Metode pendekatansistem yang digunakan yaitu pendekatan berorientasi objek metode pengembangan prototype. promosi dirancang menggunakan teknologi berbasis web sangat diperlukan untuk memudahkan dalam memperoleh konsumen. Berdasarkan hasil penelitian, mempromosikan website dapat memberikan barang akan dijual, laporan data penjualan, dan ketersediaan barang. Sistem tentunya semakin penjual pembeli bertransaksi meningkatkan perekonomian kebutuhan pakaian di kalangan masyarakatKata Kunci: Busana; Muslim; Pemasaran; Berbasis Web; UMKM"
